_id,kitchenName,itemList[0].itemName,itemList[0].itemType,itemList[0].itemDescription,packageName,orderNo,addOns[0].addOnName,addOns[1].addOnName,addOns[2].addOnName,addOns[3].addOnName,addOns[0].count,addOns[1].count,addOns[2].count,addOns[3].count,beforePackingImageUrl,afterPackingImageUrl,sop_ground_truth,processed_at,processing_version,has_valid_food_sop
695cf93c0fa3cb1d3b5b6138,Green wish kitchen,Classic Thali - Monthly,Veg,"3 Chapati, 1 Veg Curry, Dal, Cut Salad",Classic Thali - Monthly,70000007706,1 Chapati Extra,None,None,None,1.0,0.0,0.0,0.0,https://api.mealawe.com/images/ffa8b3e82d0140eaa0c2c785102c2d4f.jpg,https://api.mealawe.com/images/42966304f2a74b489e6007342f077fe4.jpg,"{'packageName': 'Classic Thali - Monthly', 'sop_ground_truth': {'Chapati': 4, 'Veg curry': 1, 'Dal': 1, 'Salad': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
6958dabd5f1bbd7b705314b3,Mahika's Kitchen,Deluxe - Monthly,NonVeg,"3 Chapati, 1 Chicken Curry, Rice,  Cut Salad",Deluxe - Monthly,70000005526,None,None,None,None,0.0,0.0,0.0,0.0,https://api.mealawe.com/images/ff9e5ff0e9014c0c909e67a9e2096f06.jpg,https://api.mealawe.com/images/f9947c2c54f94f2db295a9e5ae20d743.jpg,"{'packageName': 'Deluxe - Monthly', 'sop_ground_truth': {'Chapati': 3, 'Chicken curry': 1, 'Veg curry': 1, 'Rice': 1, 'Salad': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
6968832b95660405bfb3bbff,Febi cuisine,Special Thali - Trial (3 Days),Veg,"3 Chapati/Roti, 2 Veg Curry/Dry, 1 Dal, 1 Steamed Rice, Cut Salad, Sweet",Special Thali - Trial (3 Days),70000010863,None,None,None,None,0.0,0.0,0.0,0.0,https://api.mealawe.com/images/ff9da79e2b6e45ef816c167085748b92.jpg,https://api.mealawe.com/images/794ba109f9e645d8a51ccf7a573deab5.jpg,"{'packageName': 'Special Thali - Trial (3 Days)', 'sop_ground_truth': {'Chapati': 3, 'Veg curry': 2, 'Dal': 1, 'Steamed': 1, 'Rice': 1, 'Salad': 1, 'Sweet': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
696ef9dc95660405bfb61fdf,Vrushant's Kitchen,Deluxe Thali - Trial (3 Days),Veg,"3 Chapati, 1 Veg Curry, Rice, Dal, Cut Salad",Deluxe Thali - Trial (3 Days),70000012476,None,None,None,None,0.0,0.0,0.0,0.0,https://api.mealawe.com/images/ff915999f20247dfa7bd168e46ee1918.jpg,https://api.mealawe.com/images/b1acaf3d95bc4a288f9ebe8b84e4b47b.jpg,"{'packageName': 'Deluxe Thali - Trial (3 Days)', 'sop_ground_truth': {'Chapati': 3, 'Veg curry': 1, 'Rice': 1, 'Dal': 1, 'Salad': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
6954c16a70f8b374e05b49cb,Vrushant's Kitchen,Standard - Monthly,Veg,"3 Chapati, 1 Veg Curry, Cut Salad",Standard - Monthly,70000003761,None,None,None,None,0.0,0.0,0.0,0.0,https://api.mealawe.com/images/ff89e81fea484c81abc7f1940f2d8c7b.jpg,https://api.mealawe.com/images/569606c1c0f04d009cf486aa6c17cdfe.jpg,"{'packageName': 'Standard - Monthly', 'sop_ground_truth': {'Chapati': 3, 'Veg curry': 1, 'Salad': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
696a3b9995660405bfb47a2d,Home Style Food,Special Thali - Monthly,Veg,"3 Chapati/Roti, 2 Veg Curry/Dry, 1 Dal, 1 Steamed Rice, Cut Salad, Sweet",Special Thali - Monthly,70000011387,None,None,None,None,0.0,0.0,0.0,0.0,https://api.mealawe.com/images/ff80616a8ebf4ec88c39bc8042cfbd05.jpg,https://api.mealawe.com/images/ac8f8c80f5e640a5be577591062c3608.jpg,"{'packageName': 'Special Thali - Monthly', 'sop_ground_truth': {'Chapati': 3, 'Veg curry': 2, 'Dal': 1, 'Steamed': 1, 'Rice': 1, 'Salad': 1, 'Sweet': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
695662f3d47d907f9c273f51,Pune Cloud Kitchen,Deluxe - Monthly,Veg,"3 Chapati, 1 Veg Curry, Rice, Dal, Cut Salad",Deluxe - Monthly,70000004158,1 Chapati Extra,None,None,None,1.0,0.0,0.0,0.0,https://api.mealawe.com/images/ff756c46b5b74bf49efeb7cde26dc0f8.jpg,https://api.mealawe.com/images/f8ba5f38a6dc41b1a06ff7764acb60fa.jpg,"{'packageName': 'Deluxe - Monthly', 'sop_ground_truth': {'Chapati': 4, 'Veg curry': 1, 'Rice': 1, 'Dal': 1, 'Salad': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
6933dc85602fa45dddef65db,Febi cuisine,Special Thali - Monthly,NonVeg,"3 Chapati/Roti, 1 Non-Veg Curry/Dry, 1 veg curry,  1 Dal, 1 Steamed Rice, Cut Salad, Sweet",Special Thali - Monthly,20036395,Everyday Non-Veg,None,None,None,1.0,0.0,0.0,0.0,https://api.mealawe.com/images/ff629959f47d42309333336e233fc63a.jpg,https://api.mealawe.com/images/fc7a4baa6d3748b4aa027ba663fbb4eb.jpg,"{'packageName': 'Special Thali - Monthly', 'sop_ground_truth': {'Chapati': 3, 'Veg curry': 3, 'Dal': 1, 'Steamed': 1, 'Rice': 1, 'Salad': 1, 'Sweet': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
695bbc3895660405bfb0089a,Mahika's Kitchen,Deluxe - Monthly,Veg,"3 Chapati, 1 Veg Curry, Rice, Dal, Cut Salad",Deluxe - Monthly,70000007142,Extra Sabzi,None,None,None,1.0,0.0,0.0,0.0,https://api.mealawe.com/images/ff6002ba5d37467598ddedc5d6f02756.jpg,https://api.mealawe.com/images/0a8c3ed4eef3442ea4b6eff19373240b.jpg,"{'packageName': 'Deluxe - Monthly', 'sop_ground_truth': {'Chapati': 3, 'Veg curry': 2, 'Rice': 1, 'Dal': 1, 'Salad': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
696f6458e164b71e6fb4db5e,Febi cuisine,Deluxe - Monthly,Veg,"3 Chapati, 1 Veg Curry, Rice, Dal, Cut Salad",Deluxe - Monthly,70000012552,None,None,None,None,0.0,0.0,0.0,0.0,https://api.mealawe.com/images/ff482bfc64024aceb0c5b0f2cf25537e.jpg,https://api.mealawe.com/images/6ac734b54f4849d597c28719a8ec5377.jpg,"{'packageName': 'Deluxe - Monthly', 'sop_ground_truth': {'Chapati': 3, 'Veg curry': 1, 'Rice': 1, 'Dal': 1, 'Salad': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
69380b80d7aa39588bb28ab0,HERB & HEAL,Classic Thali - Monthly,Veg,"3 Chapati, 1 Veg Curry, Dal, Cut Salad",Classic Thali - Monthly,20037852,Extra Sabzi,None,None,None,1.0,0.0,0.0,0.0,https://api.mealawe.com/images/ff3c5499430b4e538909023cdf10df8b.jpg,https://api.mealawe.com/images/b907fff01de147ed9c8df20e1fe3a9a0.jpg,"{'packageName': 'Classic Thali - Monthly', 'sop_ground_truth': {'Chapati': 3, 'Veg curry': 2, 'Dal': 1, 'Salad': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
6969eccc0fa3cb1d3b5dd252,RZ Homely Kitchen,Standard - Monthly,Veg,"3 Chapati, 1 Veg Curry, Cut Salad",Standard - Monthly,70000011243,None,None,None,None,0.0,0.0,0.0,0.0,https://api.mealawe.com/images/ff2b4a1b37034561b70167de5aaaedbf.jpg,https://api.mealawe.com/images/f34a8a4b125e4f72a573cd192f0ec9cc.jpg,"{'packageName': 'Standard - Monthly', 'sop_ground_truth': {'Chapati': 3, 'Veg curry': 1, 'Salad': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
695d151d0fa3cb1d3b5b7027,Green wish kitchen,Classic Thali - Monthly,Veg,"3 Chapati, 1 Veg Curry, Dal, Cut Salad",Classic Thali - Monthly,70000007797,None,None,None,None,0.0,0.0,0.0,0.0,https://api.mealawe.com/images/ff250fefc2dd4801aece9279c4a08b66.jpg,https://api.mealawe.com/images/44df0d928fd745c78341284de20afb1b.jpg,"{'packageName': 'Classic Thali - Monthly', 'sop_ground_truth': {'Chapati': 3, 'Veg curry': 1, 'Dal': 1, 'Salad': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
69380b80d7aa39588bb28aef,Green wish kitchen,Classic Thali - Monthly,Veg,"3 Chapati, 1 Veg Curry, Dal, Cut Salad",Classic Thali - Monthly,20037859,Extra Sabzi,None,None,None,1.0,0.0,0.0,0.0,https://api.mealawe.com/images/fef855e82e234911a4b228aecd366f09.jpg,https://api.mealawe.com/images/95629ce627424d50a22ef43e40707366.jpg,"{'packageName': 'Classic Thali - Monthly', 'sop_ground_truth': {'Chapati': 3, 'Veg curry': 2, 'Dal': 1, 'Salad': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
69665f6295660405bfb3108c,Green wish kitchen,Deluxe - Monthly,Veg,"3 Chapati, 1 Veg Curry, Rice, Dal, Cut Salad",Deluxe - Monthly,70000010464,None,None,None,None,0.0,0.0,0.0,0.0,https://api.mealawe.com/images/feda84ed15dc4b16bcbc0a5f5ab0ebc6.jpg,https://api.mealawe.com/images/f3aa3a312cb34689a76c545b87f7be90.jpg,"{'packageName': 'Deluxe - Monthly', 'sop_ground_truth': {'Chapati': 3, 'Veg curry': 1, 'Rice': 1, 'Dal': 1, 'Salad': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
69725b2361743c1eddcd2319,Mom's Menu,Classic Thali - Trial (3 Days),Veg,"3 Chapati, 1 Veg Curry, Dal, Cut Salad",Classic Thali - Trial (3 Days),70000013140,Extra Sabzi,None,None,None,1.0,0.0,0.0,0.0,https://api.mealawe.com/images/fed2a919ee9446cf88874ba50827b0ae.jpg,https://api.mealawe.com/images/ed2da332704f494591cf624b1731d25c.jpg,"{'packageName': 'Classic Thali - Trial (3 Days)', 'sop_ground_truth': {'Chapati': 3, 'Veg curry': 2, 'Dal': 1, 'Salad': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
692c6122f1fe57407751ef8e,Home flavour kitchen,Deluxe - 3 Months Plan,Veg,"3 Chapati, 1 Veg Curry, Rice, Dal, Cut Salad",Deluxe - 3 Months Plan,20032255,None,None,None,None,0.0,0.0,0.0,0.0,https://api.mealawe.com/images/fec84f4b70224718b8b4d8c78df5a98c.jpg,https://api.mealawe.com/images/fa1650960f5e4181bcdd5794139d76d4.jpg,"{'packageName': 'Deluxe - 3 Months Plan', 'sop_ground_truth': {'Chapati': 3, 'Veg curry': 1, 'Rice': 1, 'Dal': 1, 'Salad': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
6958b888e8748c7fa257bf14,Pune Cloud Kitchen,Deluxe - Monthly,Veg,"3 Chapati, 1 Veg Curry, Rice, Dal, Cut Salad",Deluxe - Monthly,70000005386,1 Chapati Extra,None,None,None,1.0,0.0,0.0,0.0,https://api.mealawe.com/images/fec6c967affc4577937b38efd2f2b3ab.jpg,https://api.mealawe.com/images/d0322139f7b345369a828375d5f6f02d.jpg,"{'packageName': 'Deluxe - Monthly', 'sop_ground_truth': {'Chapati': 4, 'Veg curry': 1, 'Rice': 1, 'Dal': 1, 'Salad': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
69774f1f2af98a6d30af648c,Green wish kitchen,Standard - Monthly,NonVeg,"3 Chapati, 1 Non-Veg Curry, Cut Salad",Standard - Monthly,70000013753,None,None,None,None,0.0,0.0,0.0,0.0,https://api.mealawe.com/images/feb1eb4ca0044830aabd5d1e3a67bc22.jpg,https://api.mealawe.com/images/8a260811d5114eb284a69f0435b196fe.jpg,"{'packageName': 'Standard - Monthly', 'sop_ground_truth': {'Chapati': 3, 'Veg curry': 1, 'Salad': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
694367263fea9739625cbac5,Home Style Food,Mix Fruit Salad Box (300 gm),Veg,Any five types of fruits in the box,Mix Fruit Salad Box (300 gm),70000000292,None,None,None,None,0.0,0.0,0.0,0.0,https://api.mealawe.com/images/fea95f54d1bc4c1686751ce2ca53ac6d.jpg,https://api.mealawe.com/images/821df1ae3f8e4e84986b41ab7fa99919.jpg,"{'packageName': 'Mix Fruit Salad Box (300 Gm)', 'sop_ground_truth': {'Any': 1, 'Five': 1, 'Types': 1, 'Fruits': 1, 'The': 1, 'Box': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
696bad6c95660405bfb51afd,Mahika's Kitchen,Rice Combo - Weekly,Veg,Rice Combos,Rice Combo - Weekly,70000011741,None,None,None,None,0.0,0.0,0.0,0.0,https://api.mealawe.com/images/fe9185f93b7041ffbcca53ff77bbf407.jpg,https://api.mealawe.com/images/9067de7572764a799ab8001e5c9448e0.jpg,"{'packageName': 'Rice Combo - Weekly', 'sop_ground_truth': {'Rice': 1, 'Veg Curry/Dal': 1, 'Salad': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
6953356aa51bf646b15dbdb5,Green wish kitchen,Standard - Monthly,Veg,"3 Chapati, 1 Veg Curry, Cut Salad",Standard - Monthly,70000003546,Extra Sabzi,None,None,None,1.0,0.0,0.0,0.0,https://api.mealawe.com/images/fe87ca1027d342d2a917f55f7fc12623.jpg,https://api.mealawe.com/images/f7bbcf3da06f48309ace53451c8e7b40.jpg,"{'packageName': 'Standard - Monthly', 'sop_ground_truth': {'Chapati': 3, 'Veg curry': 2, 'Salad': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
695cf93c0fa3cb1d3b5b616e,Green wish kitchen,Classic Thali - Monthly,Veg,"3 Chapati, 1 Veg Curry, Dal, Cut Salad",Classic Thali - Monthly,70000007712,1 Chapati Extra,None,None,None,1.0,0.0,0.0,0.0,https://api.mealawe.com/images/fe69f993eb634066bfbebceeaadc6dd5.jpg,https://api.mealawe.com/images/50331539206346d48eb4e00ff9773b45.jpg,"{'packageName': 'Classic Thali - Monthly', 'sop_ground_truth': {'Chapati': 4, 'Veg curry': 1, 'Dal': 1, 'Salad': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
69579361d47d907f9c276ea6,Home flavour kitchen,Deluxe - 3 Months Plan,Veg,"3 Chapati, 1 Veg Curry, Rice, Dal, Cut Salad",Deluxe - 3 Months Plan,70000004738,1 Chapati Extra,2 Chapati Extra,Extra Sabzi,None,1.0,1.0,1.0,0.0,https://api.mealawe.com/images/fe5ff6597ada4f7a9eb5244b92fd76be.jpg,https://api.mealawe.com/images/ad35d8eda9a44d2fabbaa70bfc4d72e0.jpg,"{'packageName': 'Deluxe - 3 Months Plan', 'sop_ground_truth': {'Chapati': 6, 'Veg curry': 2, 'Rice': 1, 'Dal': 1, 'Salad': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
6942a5c4db34653962a52dea,Home Style Food,Comfort Thali - Monthly,Veg,"1 Veg Curry, Rice, Dal, Cut Salad",Comfort Thali - Monthly,70000000061,Extra Sabzi,None,None,None,1.0,0.0,0.0,0.0,https://api.mealawe.com/images/fe5c46869923449e9be1122e42352d4a.jpg,https://api.mealawe.com/images/91550c2ef09d47c1ba1e67100e0d0599.jpg,"{'packageName': 'Comfort Thali - Monthly', 'sop_ground_truth': {'Veg curry': 2, 'Rice': 1, 'Dal': 1, 'Salad': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
6974d98eed8b2c6d2aba5386,Sneha kitchen star,Standard - Weekly,Veg,"3 Chapati, 1 Veg Curry, Cut Salad",Standard - Weekly,70000013400,1 Chapati Extra,Extra Sabzi,None,None,1.0,1.0,0.0,0.0,https://api.mealawe.com/images/fe57663771e44a91b80aa8342c8103f8.jpg,https://api.mealawe.com/images/4a618eaef7354d89ab816f20939c9f51.jpg,"{'packageName': 'Standard - Weekly', 'sop_ground_truth': {'Chapati': 4, 'Veg curry': 2, 'Salad': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
69731c0ce164b71e6fb57ef6,Pune Cloud Kitchen,Standard Thali - Trial (3 Days),Veg,"3 Chapati, 1 Veg Curry, Cut Salad",Standard Thali - Trial (3 Days),70000013175,None,None,None,None,0.0,0.0,0.0,0.0,https://api.mealawe.com/images/fe459a4d18d44d21a32700ca0b971dc6.jpg,https://api.mealawe.com/images/3336104b09d84887b099a484bcb617b0.jpg,"{'packageName': 'Standard Thali - Trial (3 Days)', 'sop_ground_truth': {'Chapati': 3, 'Veg curry': 1, 'Salad': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
695bbedc43e1b3559faa7491,Vrushant's Kitchen,7 Day Plan - Flexi,Veg,"3 Chapati/Roti, 2 Veg Curry/Dry, 1 Dal, 1 Steamed Rice, Cut Salad, Sweet",7 Day Plan - Flexi,70000007180,None,None,None,None,0.0,0.0,0.0,0.0,https://api.mealawe.com/images/fe2901e4316e4a53a302965ea5543b64.jpg,https://api.mealawe.com/images/9b9300714e7a4250a36138ed2f558b5f.jpg,"{'packageName': '7 Day Plan - Flexi', 'sop_ground_truth': {'Chapati': 3, 'Veg curry': 2, 'Dal': 1, 'Steamed': 1, 'Rice': 1, 'Salad': 1, 'Sweet': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
697a14fd2af98a6d30b1328b,Herb & Heal,Deluxe - Monthly,Veg,"3 Chapati, 1 Veg Curry, Rice, Dal, Cut Salad",Deluxe - Monthly,70000014789,None,None,None,None,0.0,0.0,0.0,0.0,https://api.mealawe.com/images/fe181d0b425a408aba4d0e561c9f9529.jpg,https://api.mealawe.com/images/7866d3aebb9d48879fb85c7701430d47.jpg,"{'packageName': 'Deluxe - Monthly', 'sop_ground_truth': {'Chapati': 3, 'Veg curry': 1, 'Rice': 1, 'Dal': 1, 'Salad': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
69649da45ce6a65599629a28,Pune Cloud Kitchen,Classic Thali - Monthly,Veg,"3 Chapati, 1 Veg Curry, Dal, Cut Salad",Classic Thali - Monthly,70000009953,None,None,None,None,0.0,0.0,0.0,0.0,https://api.mealawe.com/images/fe16917a9b2e4a30b9d73f810588f3cf.jpg,https://api.mealawe.com/images/cab6faf097a845899a54aa6d75b647ae.jpg,"{'packageName': 'Classic Thali - Monthly', 'sop_ground_truth': {'Chapati': 3, 'Veg curry': 1, 'Dal': 1, 'Salad': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
6952665fb40ce845dff01fe8,Mom's Menu,Classic Thali - Biweekly,Veg,"3 Chapati, 1 Veg Curry, Dal, Cut Salad",Classic Thali - Biweekly,70000003326,None,None,None,None,0.0,0.0,0.0,0.0,https://api.mealawe.com/images/fdf960f86d234435833e92e2dfd501e5.jpg,https://api.mealawe.com/images/8c2fbf8c665343cd8ae3f5c55394bf8f.jpg,"{'packageName': 'Classic Thali - Biweekly', 'sop_ground_truth': {'Chapati': 3, 'Veg curry': 1, 'Dal': 1, 'Salad': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
6968f8c08b0b451d41f0641d,Joe's Kitchen,Standard - Weekly,Veg,"3 Chapati, 1 Veg Curry, Cut Salad",Standard - Weekly,70000011059,None,None,None,None,0.0,0.0,0.0,0.0,https://api.mealawe.com/images/fddd6e0598d647308f826c1e5621fa78.jpg,https://api.mealawe.com/images/ed973de816cc4ec4b03bf4005b9c350d.jpg,"{'packageName': 'Standard - Weekly', 'sop_ground_truth': {'Chapati': 3, 'Veg curry': 1, 'Salad': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
